"","start1","end1","name1","start2","end2","name2"
"1523",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1524",39848144,39848201,"IAPLTR2a",39847517,39847576,"IAPEz-int"
"1525",39847988,39848068,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1526",39847992,39848072,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1527",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1528",39848163,39848201,"IAPLTR2a",39847859,39847957,"IAPEz-int"
"1529",39847992,39848072,"IAPEz-int",39848114,39848201,"IAPLTR2a"
"1530",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1531",39848149,39848201,"IAPLTR2a",39847684,39847724,"IAPEz-int"
"1532",39848128,39848201,"IAPLTR2a",39847517,39847552,"IAPEz-int"
"1533",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1534",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1535",39847995,39848075,"IAPEz-int",39848099,39848187,"IAPLTR2a"
"1536",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1537",39848011,39848091,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1538",39848164,39848201,"IAPLTR2a",39847821,39847858,"IAPEz-int"
"1539",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1540",39848125,39848201,"IAPLTR2a",39846352,39846373,"IAPEz-int"
"1541",39848158,39848201,"IAPLTR2a",39847949,39848047,"IAPEz-int"
"1542",39848182,39848201,"IAPLTR2a",39847915,39848013,"IAPEz-int"
"1543",39848182,39848201,"IAPLTR2a",39847851,39847949,"IAPEz-int"
"1544",39848121,39848201,"IAPLTR2a",39847755,39847843,"IAPEz-int"
"1545",39848007,39848087,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1546",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1547",39848119,39848201,"IAPLTR2a",39847794,39847812,"IAPEz-int"
"1548",39847978,39848058,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"1549",39848140,39848202,"IAPLTR2a",39848024,39848087,"IAPEz-int"
"1550",39848100,39848165,"IAPLTR2a",39847388,39847420,"IAPEz-int"
"1551",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"1552",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1553",39847988,39848068,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1554",39848184,39848201,"IAPLTR2a",39847601,39847699,"IAPEz-int"
"1555",39848129,39848150,"IAPLTR2a",39847678,39847764,"IAPEz-int"
"1556",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1557",39847992,39848072,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"1558",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"1559",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1560",39848121,39848198,"IAPLTR2a",39847520,39847550,"IAPEz-int"
"1561",39848155,39848201,"IAPLTR2a",39847906,39847945,"IAPEz-int"
"1562",39848153,39848201,"IAPLTR2a",3201466,3201533,"IAPEz-int"
"1563",39847994,39848074,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"1564",39848009,39848089,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1565",39847973,39848053,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1566",39847999,39848079,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1567",39847992,39848072,"IAPEz-int",39848101,39848189,"IAPLTR2a"
"1568",39848002,39848082,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1569",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1570",39848164,39848201,"IAPLTR2a",39847868,39847966,"IAPEz-int"
"1571",39848007,39848087,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1572",39848173,39848201,"IAPLTR2a",39846925,39846961,"IAPEz-int"
"1573",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1574",39848185,39848201,"IAPLTR2a",39847738,39847836,"IAPEz-int"
"1575",39848163,39848197,"IAPLTR2a",39847921,39848019,"IAPEz-int"
"1576",39848099,39848179,"IAPLTR2a",39848005,39848093,"IAPEz-int"
"1577",39848010,39848090,"IAPEz-int",39848105,39848193,"IAPLTR2a"
"1578",39848007,39848087,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1579",39848152,39848201,"IAPLTR2a",39847912,39847947,"IAPEz-int"
"1580",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1581",39848151,39848201,"IAPLTR2a",39847794,39847864,"IAPEz-int"
"1582",39848151,39848201,"IAPLTR2a",39847937,39847993,"IAPEz-int"
"1583",39848183,39848201,"IAPLTR2a",39848009,39848088,"IAPEz-int"
"1584",39848153,39848201,"IAPLTR2a",3201475,3201561,"IAPEz-int"
"1585",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1586",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1587",39848117,39848197,"IAPLTR2a",39847995,39848083,"IAPEz-int"
"1588",39848121,39848158,"IAPLTR2a",39847847,39847923,"IAPEz-int"
"1589",39847997,39848077,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"1590",39848182,39848201,"IAPLTR2a",39847693,39847736,"IAPEz-int"
"1591",39847992,39848072,"IAPEz-int",39848115,39848203,"IAPLTR2a"
"1592",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1593",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1594",39848138,39848201,"IAPLTR2a",39847782,39847845,"IAPEz-int"
"1595",39847988,39848068,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1596",39848141,39848201,"IAPLTR2a",39847649,39847670,"IAPEz-int"
"1597",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1598",39848008,39848088,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"1599",39848145,39848201,"IAPLTR2a",39847517,39847549,"IAPEz-int"
"1600",39848166,39848201,"IAPLTR2a",39847822,39847907,"IAPEz-int"
"1601",39848182,39848199,"IAPLTR2a",39847768,39847866,"IAPEz-int"
"1602",39847815,39847895,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1603",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1604",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1605",39848099,39848153,"IAPLTR2a",39847644,39847690,"IAPEz-int"
"1606",39847992,39848072,"IAPEz-int",39848100,39848188,"IAPLTR2a"
"1607",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1608",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1609",39848008,39848088,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1610",39848182,39848201,"IAPLTR2a",39847514,39847613,"IAPEz-int"
"1611",39847991,39848071,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1612",39847988,39848068,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1613",39848121,39848201,"IAPLTR2a",39847385,39847401,"IAPEz-int"
"1614",39847998,39848078,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1615",39848121,39848201,"IAPLTR2a",39847403,39847423,"IAPEz-int"
"1616",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1617",39848011,39848091,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1618",39848001,39848081,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"1619",39848124,39848201,"IAPLTR2a",39847285,39847327,"IAPEz-int"
"1620",39848182,39848198,"IAPLTR2a",39847649,39847732,"IAPEz-int"
"1621",39848140,39848201,"IAPLTR2a",39847992,39848088,"IAPEz-int"
"1622",39848134,39848201,"IAPLTR2a",3201509,3201538,"IAPEz-int"
"1623",39847997,39848077,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1624",39848140,39848201,"IAPLTR2a",39848015,39848047,"IAPEz-int"
"1625",39847978,39848068,"IAPEz-int",39848098,39848153,"IAPLTR2a"
"1626",39847994,39848074,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1627",39848121,39848201,"IAPLTR2a",3201492,3201543,"IAPEz-int"
"1628",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1629",39848133,39848199,"IAPLTR2a",39847517,39847596,"IAPEz-int"
"1630",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1631",39847997,39848077,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1632",39848182,39848201,"IAPLTR2a",39848001,39848099,"IAPEz-int"
"1633",39847988,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1634",39848121,39848201,"IAPLTR2a",39847932,39848030,"IAPEz-int"
"1635",39848162,39848196,"IAPLTR2a",3201489,3201562,"IAPEz-int"
"1636",39848011,39848091,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1637",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"1638",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1639",39848182,39848201,"IAPLTR2a",39847801,39847899,"IAPEz-int"
"1640",39848182,39848201,"IAPLTR2a",39846438,39846535,"IAPEz-int"
"1641",39848182,39848201,"IAPLTR2a",39847983,39848061,"IAPEz-int"
"1642",39848163,39848196,"IAPLTR2a",39847757,39847855,"IAPEz-int"
"1643",39848112,39848200,"IAPLTR2a",39847912,39847962,"IAPEz-int"
"1644",39847991,39848071,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1645",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1646",39847978,39848058,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1647",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1648",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1649",39848155,39848201,"IAPLTR2a",39847782,39847834,"IAPEz-int"
"1650",39848182,39848200,"IAPLTR2a",39847992,39848091,"IAPEz-int"
"1651",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1652",39847992,39848072,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1653",39848116,39848196,"IAPLTR2a",39847775,39847863,"IAPEz-int"
"1654",39847997,39848077,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1655",39848006,39848086,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"1656",39848182,39848201,"IAPLTR2a",39847803,39847932,"IAPEz-int"
"1657",39848112,39848201,"IAPLTR2a",39848022,39848080,"IAPEz-int"
"1658",39848143,39848200,"IAPLTR2a",39847694,39847724,"IAPEz-int"
"1659",39848153,39848201,"IAPLTR2a",39847889,39847987,"IAPEz-int"
"1660",39848182,39848201,"IAPLTR2a",39847969,39848067,"IAPEz-int"
"1661",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1662",39848144,39848201,"IAPLTR2a",39847693,39847720,"IAPEz-int"
"1663",39848140,39848199,"IAPLTR2a",39847527,39847559,"IAPEz-int"
"1664",39848148,39848201,"IAPLTR2a",39847954,39848052,"IAPEz-int"
"1665",39848121,39848201,"IAPLTR2a",39847479,39847517,"IAPEz-int"
"1666",39848154,39848201,"IAPLTR2a",39847673,39847736,"IAPEz-int"
"1667",39848121,39848201,"IAPLTR2a",39847547,39847583,"IAPEz-int"
"1668",39848146,39848201,"IAPLTR2a",3201505,3201533,"IAPEz-int"
"1669",39848151,39848201,"IAPLTR2a",39847025,39847125,"IAPEz-int"
"1670",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1671",39847992,39848072,"IAPEz-int",39848109,39848197,"IAPLTR2a"
"1672",39848182,39848201,"IAPLTR2a",39847779,39847842,"IAPEz-int"
"1673",39848144,39848201,"IAPLTR2a",39847794,39847811,"IAPEz-int"
"1674",39848005,39848085,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"1675",39848119,39848159,"IAPLTR2a",39846953,39847009,"IAPEz-int"
"1676",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1677",39848182,39848201,"IAPLTR2a",39847799,39847850,"IAPEz-int"
"1678",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1679",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1680",39848182,39848201,"IAPLTR2a",39847466,39847564,"IAPEz-int"
"1681",39847997,39848077,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"1682",39848119,39848165,"IAPLTR2a",39847843,39847873,"IAPEz-int"
"1683",39848112,39848155,"IAPLTR2a",39847858,39847937,"IAPEz-int"
"1684",39848182,39848201,"IAPLTR2a",39847942,39848002,"IAPEz-int"
"1685",39848182,39848201,"IAPLTR2a",39846352,39846421,"IAPEz-int"
"1686",39848182,39848201,"IAPLTR2a",3201483,3201563,"IAPEz-int"
"1687",39848156,39848181,"IAPLTR2a",39847973,39848010,"IAPEz-int"
"1688",39848010,39848090,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"1689",39848182,39848201,"IAPLTR2a",39847693,39847826,"IAPEz-int"
"1690",39847988,39848068,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1691",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1692",39848152,39848183,"IAPLTR2a",39847960,39848055,"IAPEz-int"
"1693",39848182,39848201,"IAPLTR2a",39847955,39848080,"IAPEz-int"
"1694",39848008,39848088,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1695",39847994,39848074,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1696",39848152,39848201,"IAPLTR2a",39847915,39847996,"IAPEz-int"
"1697",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1698",39847998,39848078,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1699",39848152,39848201,"IAPLTR2a",39847795,39847830,"IAPEz-int"
"1700",39848149,39848200,"IAPLTR2a",39847532,39847560,"IAPEz-int"
"1701",39848182,39848201,"IAPLTR2a",39847763,39847861,"IAPEz-int"
"1702",39848150,39848166,"IAPLTR2a",39847539,39847638,"IAPEz-int"
"1703",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1704",39848123,39848201,"IAPLTR2a",39847807,39847905,"IAPEz-int"
"1705",39848174,39848197,"IAPLTR2a",39846644,39846698,"IAPEz-int"
"1706",39847988,39848068,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"1707",39848099,39848158,"IAPLTR2a",39847784,39847866,"IAPEz-int"
"1708",39848005,39848085,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1709",39848182,39848201,"IAPLTR2a",39847960,39848075,"IAPEz-int"
"1710",39848151,39848171,"IAPLTR2a",39847507,39847603,"IAPEz-int"
"1711",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1712",39848152,39848200,"IAPLTR2a",39847517,39847565,"IAPEz-int"
"1713",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1714",39848163,39848201,"IAPLTR2a",39847999,39848097,"IAPEz-int"
"1715",39848141,39848201,"IAPLTR2a",39847796,39847891,"IAPEz-int"
"1716",39847997,39848077,"IAPEz-int",39848112,39848201,"IAPLTR2a"
"1717",39848141,39848201,"IAPLTR2a",39847740,39847759,"IAPEz-int"
"1718",39847988,39848068,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"1719",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1720",39848182,39848201,"IAPLTR2a",39847940,39848038,"IAPEz-int"
"1721",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1722",39847993,39848073,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1723",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1724",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1725",39848001,39848081,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1726",39848000,39848080,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1727",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1728",39847988,39848068,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1729",39848121,39848201,"IAPLTR2a",39847447,39847517,"IAPEz-int"
"1730",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1731",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1732",39848182,39848201,"IAPLTR2a",39847983,39848087,"IAPEz-int"
"1733",39847963,39848043,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1734",39847992,39848072,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"1735",39848168,39848201,"IAPLTR2a",39847995,39848091,"IAPEz-int"
"1736",39848146,39848201,"IAPLTR2a",39847792,39847890,"IAPEz-int"
"1737",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1738",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1739",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1740",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1741",39848182,39848201,"IAPLTR2a",39847519,39847604,"IAPEz-int"
"1742",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1743",39848182,39848200,"IAPLTR2a",39847989,39848087,"IAPEz-int"
"1744",39848149,39848196,"IAPLTR2a",39846871,39846943,"IAPEz-int"
"1745",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1746",39847997,39848077,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1747",39848152,39848201,"IAPLTR2a",39847972,39848046,"IAPEz-int"
"1748",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1749",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1750",39848182,39848201,"IAPLTR2a",39847700,39847788,"IAPEz-int"
"1751",39848132,39848201,"IAPLTR2a",39847517,39847535,"IAPEz-int"
"1752",39847989,39848069,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1753",39847994,39848074,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1754",39847966,39848046,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"1755",39847988,39848068,"IAPEz-int",39848102,39848190,"IAPLTR2a"
"1756",39848153,39848201,"IAPLTR2a",39847449,39847552,"IAPEz-int"
"1757",39848099,39848189,"IAPLTR2a",39847609,39847668,"IAPEz-int"
"1758",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1759",39848005,39848085,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1760",39847992,39848072,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1761",39847992,39848072,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"1762",39847988,39848068,"IAPEz-int",39848102,39848190,"IAPLTR2a"
"1763",39848121,39848199,"IAPLTR2a",39847689,39847787,"IAPEz-int"
"1764",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1765",39847999,39848079,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"1766",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1767",39848173,39848201,"IAPLTR2a",39847662,39847782,"IAPEz-int"
"1768",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1769",39848152,39848170,"IAPLTR2a",39847465,39847563,"IAPEz-int"
"1770",39848182,39848199,"IAPLTR2a",39847987,39848085,"IAPEz-int"
"1771",39847992,39848072,"IAPEz-int",39848106,39848194,"IAPLTR2a"
"1772",39847993,39848073,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1773",39847993,39848073,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1774",39847997,39848077,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1775",39848182,39848201,"IAPLTR2a",39847235,39847299,"IAPEz-int"
"1776",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1777",39848182,39848201,"IAPLTR2a",39847992,39848050,"IAPEz-int"
"1778",39848182,39848201,"IAPLTR2a",39847877,39847924,"IAPEz-int"
"1779",39848152,39848201,"IAPLTR2a",39847801,39847899,"IAPEz-int"
"1780",39847992,39848072,"IAPEz-int",39848112,39848200,"IAPLTR2a"
"1781",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1782",39847986,39848066,"IAPEz-int",39848106,39848194,"IAPLTR2a"
"1783",39848099,39848201,"IAPLTR2a",39847993,39848046,"IAPEz-int"
"1784",39848143,39848200,"IAPLTR2a",39847517,39847545,"IAPEz-int"
"1785",39848182,39848201,"IAPLTR2a",39847664,39847762,"IAPEz-int"
"1786",39848182,39848201,"IAPLTR2a",39847992,39848074,"IAPEz-int"
"1787",39847997,39848077,"IAPEz-int",39848111,39848199,"IAPLTR2a"
"1788",39848141,39848166,"IAPLTR2a",39847736,39847832,"IAPEz-int"
"1789",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1790",39848133,39848201,"IAPLTR2a",39847554,39847628,"IAPEz-int"
"1791",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1792",39848006,39848086,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1793",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1794",39848121,39848156,"IAPLTR2a",39847736,39847834,"IAPEz-int"
"1795",39848105,39848182,"IAPLTR2a",39847787,39847819,"IAPEz-int"
"1796",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"1797",39848181,39848201,"IAPLTR2a",39847212,39847231,"IAPEz-int"
"1798",39847998,39848078,"IAPEz-int",39848110,39848198,"IAPLTR2a"
"1799",39848149,39848201,"IAPLTR2a",39847748,39847846,"IAPEz-int"
"1800",39848099,39848201,"IAPLTR2a",39847517,39847552,"IAPEz-int"
"1801",39848182,39848201,"IAPLTR2a",39847709,39847779,"IAPEz-int"
"1802",39848098,39848178,"IAPLTR2a",39847783,39847871,"IAPEz-int"
"1803",39848117,39848150,"IAPLTR2a",3201433,3201531,"IAPEz-int"
"1804",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1805",39847995,39848075,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1806",39848099,39848189,"IAPLTR2a",39847745,39847829,"IAPEz-int"
"1807",39848007,39848087,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1808",39848164,39848201,"IAPLTR2a",39847981,39848049,"IAPEz-int"
"1809",39848182,39848200,"IAPLTR2a",39847969,39848067,"IAPEz-int"
"1810",39847992,39848072,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"1811",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1812",39848128,39848149,"IAPLTR2a",39848034,39848067,"IAPEz-int"
"1813",39848163,39848192,"IAPLTR2a",39847948,39848008,"IAPEz-int"
"1814",39848176,39848200,"IAPLTR2a",39847428,39847554,"IAPEz-int"
"1815",39847988,39848068,"IAPEz-int",39848093,39848181,"IAPLTR2a"
"1816",39848014,39848094,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1817",39848162,39848201,"IAPLTR2a",39847835,39847941,"IAPEz-int"
"1818",39847950,39848040,"IAPEz-int",39848144,39848163,"IAPLTR2a"
"1819",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1820",39847997,39848077,"IAPEz-int",39848107,39848195,"IAPLTR2a"
"1821",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1822",39848125,39848201,"IAPLTR2a",39847298,39847342,"IAPEz-int"
"1823",39847995,39848075,"IAPEz-int",39848112,39848202,"IAPLTR2a"
"1824",39848118,39848198,"IAPLTR2a",39847861,39847949,"IAPEz-int"
"1825",39848182,39848201,"IAPLTR2a",39847644,39847782,"IAPEz-int"
"1826",39847997,39848077,"IAPEz-int",39848114,39848202,"IAPLTR2a"
"1827",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1828",39848183,39848201,"IAPLTR2a",39846924,39847022,"IAPEz-int"
"1829",39848121,39848179,"IAPLTR2a",39847792,39847890,"IAPEz-int"
"1830",39848119,39848199,"IAPLTR2a",39847329,39847417,"IAPEz-int"
"1831",39847992,39848072,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1832",39848152,39848201,"IAPLTR2a",39847936,39848001,"IAPEz-int"
"1833",39847974,39848054,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1834",39847999,39848079,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1835",39847992,39848072,"IAPEz-int",39848108,39848196,"IAPLTR2a"
"1836",39848144,39848193,"IAPLTR2a",39847370,39847417,"IAPEz-int"
"1837",39848153,39848201,"IAPLTR2a",39848023,39848076,"IAPEz-int"
"1838",39848009,39848089,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1839",39848182,39848201,"IAPLTR2a",39848001,39848099,"IAPEz-int"
"1840",39848163,39848197,"IAPLTR2a",39848000,39848085,"IAPEz-int"
"1841",39848182,39848201,"IAPLTR2a",39847732,39847800,"IAPEz-int"
"1842",39848122,39848158,"IAPLTR2a",39847659,39847753,"IAPEz-int"
"1843",39848153,39848199,"IAPLTR2a",39847756,39847871,"IAPEz-int"
"1844",39847992,39848072,"IAPEz-int",39848103,39848191,"IAPLTR2a"
"1845",39848118,39848165,"IAPLTR2a",39847517,39847592,"IAPEz-int"
"1846",39848182,39848201,"IAPLTR2a",39847901,39848010,"IAPEz-int"
"1847",39848124,39848201,"IAPLTR2a",39847770,39847868,"IAPEz-int"
"1848",39848008,39848088,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1849",39848182,39848201,"IAPLTR2a",39847905,39847999,"IAPEz-int"
"1850",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1851",39848006,39848086,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1852",39848182,39848201,"IAPLTR2a",39847796,39847897,"IAPEz-int"
"1853",39847972,39848052,"IAPEz-int",39848104,39848192,"IAPLTR2a"
"1854",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1855",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1856",39848149,39848201,"IAPLTR2a",39847861,39847959,"IAPEz-int"
"1857",39848133,39848196,"IAPLTR2a",39847715,39847737,"IAPEz-int"
"1858",39847992,39848072,"IAPEz-int",39848111,39848201,"IAPLTR2a"
"1859",39847991,39848071,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1860",39847950,39848040,"IAPEz-int",39848144,39848163,"IAPLTR2a"
"1861",39848163,39848201,"IAPLTR2a",39846352,39846438,"IAPEz-int"
"1862",39847988,39848068,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1863",39848121,39848201,"IAPLTR2a",39847677,39847699,"IAPEz-int"
"1864",39848009,39848089,"IAPEz-int",39848113,39848201,"IAPLTR2a"
"1865",39848182,39848201,"IAPLTR2a",39847914,39848015,"IAPEz-int"
"1866",39848168,39848201,"IAPLTR2a",39847517,39847561,"IAPEz-int"
"1867",39848182,39848201,"IAPLTR2a",39847448,39847532,"IAPEz-int"
"1868",39848182,39848201,"IAPLTR2a",39847988,39848086,"IAPEz-int"
"1869",39848154,39848201,"IAPLTR2a",39847899,39848011,"IAPEz-int"
"1870",39848002,39848082,"IAPEz-int",39848115,39848203,"IAPLTR2a"
"1871",39847989,39848069,"IAPEz-int",39848109,39848197,"IAPLTR2a"
