start1,end1,name1,start2,end2,name2
13417142,13417222,Grk1,33967867,33967956,Wdfy4
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
78350930,78351010,Fut8,123461904,123461992,Sacm1l
34353076,34353111,Poln,13577390,13577440,Rasa3
78350924,78351004,Fut8,123461917,123462005,Sacm1l
123461930,123461998,Sacm1l,78350925,78351023,Fut8
123462018,123462054,Sacm1l,87757668,87757763,Crtc3
116338074,116338154,March8,116338210116376670,116338215116376770,Alox5
32233903,32233983,Iws1,65821197,65821285,Csnk1g1
3061715730623414,3061716230623489,Zfp940,30616996,30617084,Zfp790
136713453,136713533,Mkks,136756071,136756159,2210009G21Rik
63209326,63209344,Nipa2,135911067,135911159,Hip1
86063233,86063301,Add2,56704169,56704245,Aldh7a1
143107698,143107778,Gm13040,143107585,143107673,Gm13043
75577162,75577241,Ywhae,32481949,32482037,Sema5a
123461929,123462019,Sacm1l,112578181,112578240,Map3k1
13417126,13417206,Grk1,33967864,33967952,Wdfy4
40557363,40557443,Lrp1b,78478531,78478619,Cd109
130679775,130679837,Rabgef1,5670556656706861,5670557056706955,Safb2
123462054,123462082,Sacm1l,143814750,143814848,Rrbp1
118674952,118674985,Itga9,109038741,109038839,3200002M19Rik
123461989,123462069,Sacm1l,70963678,70963766,Dlgap1
85005831,85005911,Btbd11,13482575,13482663,Gas6
108917278,108917358,Ndufaf2,80926874,80926962,Cdkl4
123462015,123462095,Sacm1l,70963686,70963774,Dlgap1
123461957,123462037,Sacm1l,112578182,112578270,Map3k1
108016293,108016383,Prkca,21476766,21476823,Smarca4
1069129701069132e11,10691297510691326e10,Lrrc42,106915688107009700,106915729107009730,Yipf1
103980320,103980400,Magi3,121505533,121505622,Epb4.1l5
2338875123392841,2338881123392861,Usp34,2339288623393751,2339294223393783,Ahsa2
88433630,88433648,Ano4,30089699,30089824,Cacna2d3
31141686,31141745,Acap2,1729288317293842,1729293317293890,Pi4ka
97190563,97190632,Ankdd1b,27493309,27493407,Dpp6
89766359,89766439,Dok6,104862125,104862213,Clns1a
123462021,123462101,Sacm1l,70963688,70963776,Dlgap1
33273778,33273858,Snx4,37114985,37115073,Cpeb3
181134801,181134881,Zbtb46,181113655181114620,181113698181114700,Zgpat
78505331,78505421,1700007B14Rik,114851993,114852036,Ube3b
123462153,123462179,Sacm1l,82867787,82867899,Map3k9
38867300,38867325,Dgkb,93749738,93749858,Heph
96588923,96588959,Klhl1,127527874,127527972,Abca15
120237140,120237220,2310003H01Rik,120237246120259070,120237257120259140,Nploc4
55048257,55048273,Deptor,40737088,40737210,Arl4a
115490282,115490362,Sppl3,68107465,68107553,D18Ertd653e
60133149,60133229,Cdh23,118460004,118460092,Dpyd
6964981069650462,6964983769650515,Nlgn2,8605568,8605656,Abat
28626244,28626324,Opcml,71737931,71738019,Col22a1
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
78350943,78351023,Fut8,123461921,123462009,Sacm1l
41670940,41671020,Arid3c,4166362141670842,4166365741670894,Il11ra1
114851986,114852036,Ube3b,58932754,58932852,Obscn
77129445,77129580,Rbfox2,36329977,36329998,Odz2
119830441,119830531,Hs6st3,93569888,93569905,Fgd6
123461821,123461901,Sacm1l,59678797,59678885,Myo9a
64061983,64062004,Ctnna3,950329539503348e9,9503298495033547e8,Cdc42se1
65201725,65201843,Pdcd7,59641758,59641778,Gm973
158377656,158377734,Soat1,47024530,47024586,Kif13a
127097956,127098036,Nab2,127096364127096640,127096372127096720,Stat6
123462039,123462082,Sacm1l,78350925,78351021,Fut8
39802152,39802288,Slc16a10,32474589,32474604,Pcyt1a
59756755,59756830,Golm1,31839349,31839432,Sap130
3715617137159264,3715621337159297,Pcdha4,3694161237156154,3694170537156159,Hars
128333111,128333131,Nckap5,46676036,46676115,Cap2
23979881,23979956,Slc17a1,37840722,37840820,Pcdhga9
162707966162708830,162707973162708930,Rabgap1l,106229941,106230029,2310007L24Rik
117955590,117955670,Ksr2,65072418,65072506,Msra
90902392,90902472,Slc39a13,9089848590898636,9089850390898706,Psmc3
30803493,30803584,Copg2,30253649,30253706,Ube2h
122638142,122638222,6430548M08Rik,122638036,122638124,Gm20388
97190564,97190617,Ankdd1b,21862227,21862325,Kcnq5
12593302,12593379,Plg,15021703,15021752,Wdr27
124760844,124760934,Tpi1,153668452,153668528,Edem3
137895222,137895302,Col4a6,79608120,79608208,Ap1s3
85684445,85684524,1700106N22Rik,96553867,96553955,Fam19a1
132220388,132220468,Eya3,118114794118115100,118114864118115120,Mrvi1
42828321,42828409,Phactr1,1674016916768377,1674017516768388,Efhc2
12901515,12901531,Lpxn,82853206,82853324,Nfam1
91095961,91096040,Nkd1,93430846,93430934,Pcdh9
33967726,33967762,Wdfy4,8543812585438749,8543821685438756,Fbxo41
8815900,8815980,Stx5a,88117618815853,88118388815864,Wdr74
21009565210116834e7,21009584210117443e7,Fbxl13,123461935,123462007,Sacm1l
3061715730623414,3061716230623489,Zfp940,30616996,30617084,Zfp790
123462015,123462095,Sacm1l,70963677,70963765,Dlgap1
108014788108014940,108014863108014960,Sypl2,108012707108014750,108012778108014770,Atxn7l2
123462033,123462113,Sacm1l,70963690,70963778,Dlgap1
45382599,45382666,Cd200,97190571,97190598,Ankdd1b
6652607,6652697,Celf2,8724904987358448,8724905087358465,Tex14
65201762,65201842,Pdcd7,2053956820540332,2053957320540415,Ap2m1
4660216,4660296,Gria4,34720970,34721059,1300014I06Rik
123461867,123461902,Sacm1l,173336317,173336415,Arhgap30
33720410,33720500,Prim2,156541828,156541862,Dlgap4
91699897,91699970,Muc19,91688843,91688858,Smgc
93176900,93176940,Shroom3,5110460,5110558,Atp6v1h
37956543,37956620,Pcdhga9,56099247,56099263,Ccdc94
124760597,124760678,Tpi1,124760449,124760537,Spsb2
138106568,138106627,Agfg2,107295492,107295590,Otogl
45143842,45143902,Slc35a5,60986784,60986882,Tcof1
84869951,84870032,Usp32,152208910,152208998,Gm15155
159377488,159377530,Ctps2,95077468,95077576,Prune
65201763,65201843,Pdcd7,32426125,32426213,Ercc3
5021655,5021701,Syne1,3240989,3241087,1700012B15Rik
73311733,73311813,Slain2,18407320,18407408,Comt
32664459,32664515,Khdrbs2,29323916,29324014,Ntm
43140230,43140303,Pdss2,129284519,129284574,Mgat5
109978943,109979023,Mtap4,109979052109999760,109979091109999820,Dhx30
3565462,3565543,BC016423,3565407,3565431,Gdi2
110061652,110061718,Pde4d,66804603,66804701,Ptk2b
6649423,6649443,Celf2,128180405,128180503,Nckap5
27086047,27086127,Hgsnat,2708619627098784e8,2708621127098857e8,4930444A02Rik
156974908,156974998,Rbl1,122631389,122631467,Sox6
117760944,117760960,St3gal3,91017761,91017859,Sh3bp4
80042231,80042311,Lrrtm4,104951211,104951299,2410002O22Rik
167331642,167331722,Dcaf6,33696884,33696972,Myo1f
23789557,23789688,1700112E06Rik,44701566,44701585,Pax5
123461994,123462074,Sacm1l,70963686,70963774,Dlgap1
65352660,65352740,Tiparp,153908052,153908140,1700025G04Rik
78350919,78350998,Fut8,123461921,123462009,Sacm1l
8986080,8986170,Pde10a,65766591,65766638,Csrnp3
66153968,66154048,Elp3,52531815,52531903,Scfd1
59001871,59001951,Pkp4,5898292459001813,5898300759001818,Ccdc148
70031644,70031724,Slc16a13,7003177070039022,7003178970039091,Bcl6b
87843886,87843961,Copg,109453206,109453304,Faf1
3093561930938115,3093562130938173,Exoc2,123462033,123462082,Sacm1l
113523496,113523576,D11Wsu99e,113464012113523460,113464095113523490,Slc39a11
49453626,49453643,Ncam1,11144106,11144204,Zc3h7a
123462015,123462095,Sacm1l,70963680,70963768,Dlgap1
153459428153459550,1.5345946515345958e+17,Fam129a,117442476,117442564,Wwox
8082876680828870,8082879680828920,Mfsd12,80828943,80829031,Fzr1
24809901,24809991,Fam65b,123462038,123462081,Sacm1l
16160414,16160504,Obox3,17383643,17383671,Cd36
11113013,11113093,Txndc11,1460385714605124,1460390514605164,E2f5
60190555,60190635,Cdadc1,46732303,46732391,Gabbr2
123462015,123462095,Sacm1l,70963689,70963777,Dlgap1
108267262,108267367,Apoh,11790719,11790762,Arhgef7
3643463,3643543,Stxbp2,110367382,110367470,Klhl18
83278599,83278641,Sphkap,110281296,110281321,Scap
62378465,62378530,Coro2b,156540455,156540553,Dlgap4
3281736232818426,3281738932818479,Rpl12,3281497532817285,3281502732817321,Lrsam1
78350925,78351005,Fut8,123461915,123462003,Sacm1l
143573516143687550,143573547143687600,Bfsp1,143546607143573440,143546664143573470,Pcsk2
66482206,66482265,Mtap2,67672492,67672590,Spire1
75219830,75219910,Mapk6,181153686,181153774,Zbtb46
37400060,37400111,Strbp,69669634,69669732,Tnk1
179772149,179772170,Psma7,5679514256797443,5679517056797548,Adrb1
57595912,57595992,Edc3,162194856,162194944,Ptprt
29937954,29938034,Fam98c,2993596729937599,2993604329937611,Rasgrp4
136364891,136364961,Klhl12,123461799,123461885,Sacm1l
60133474,60133564,Cdh23,90931041,90931073,1110004E09Rik
24802594,24802674,Fam65b,97162857,97162945,Arl6ip5
123462050,123462078,Sacm1l,121413516,121413609,Iqsec3
35012987,35013004,C2,1.1137314411137341e+17,111373145111373500,Dclk3
35019372,35019452,Grk4,34989765,34989853,Nop14
123461991,123462071,Sacm1l,31053823,31053911,Gpr107
3306783,3306863,Prkcc,53400400,53400488,Acat1
192891662,192891742,Nsl1,54170619,54170707,Hecw2
80042172,80042252,Lrrtm4,57595912,57596000,Edc3
31710868,31710943,Itih4,3173207331733683,3173209231733762,Itih3
110281298,110281324,Scap,72802236,72802334,Atp2a3
78350926,78351006,Fut8,123461923,123462011,Sacm1l
100206953,100206981,Ttc8,113364516,113364602,Fmn1
181016616,181016635,Gmeb2,124524268,124524366,Mtf1
61794262,61794345,Specc1,18838331,18838397,Cdh10
123462018,123462082,Sacm1l,31297319,31297417,Apod
123461965,123462082,Sacm1l,90395161,90395186,Ptprj
75390614,75390694,Speg,121137321,121137409,Ppip5k1
118674951,118674984,Itga9,123461849,123461936,Sacm1l
72231355,72231472,Zfp869,136716015,136716034,Gucy2c
123804371,123804426,Nalcn,123461859,123461957,Sacm1l
123461997,123462077,Sacm1l,70963673,70963761,Dlgap1
36931314,36931394,Tbc1d14,36940137,36940225,D5Ertd579e
123462137,123462158,Sacm1l,43311185,43311283,Gfod1
65201763,65201843,Pdcd7,62977275,62977363,Fbp1
78350919,78350998,Fut8,123461875,123461963,Sacm1l
101323041,101323057,Vat1,8349494,8349622,Adarb2
90598070,90598133,Nrxn1,80858930,80859028,Ttc29
122576788,122576868,Gm20388,122576521,122576609,Crispld2
114852005,114852039,Ube3b,25095816,25095935,Zfp94
122632961,122633028,Sox6,133737000,133737091,Il27
110378673,110378753,Klhl18,110379480,110379568,Kif9
56223574,56223654,C230081A13Rik,70963678,70963766,Dlgap1
78350936,78351016,Fut8,123461930,123462018,Sacm1l
90885802,90885892,Nrxn1,31972067,31972121,Lamb1
89170768,89170810,Mob1b,123461919,123461977,Sacm1l
140008731,140008811,2310003L22Rik,139985201139996080,139985208139996160,Esf1
17526532,17526622,Riok2,104672738,104672778,Prrg4
78350927,78351007,Fut8,123461943,123462031,Sacm1l
121753518,121753608,Casc4,84985289,84985307,1700125H20Rik
123461994,123462012,Sacm1l,1317265213173626e8,1317266013173693e8,Lamp1
108548574108549890,108548609108549920,Tmed5,108525498108548500,108525567108548510,Mtf2
106772006,106772096,Lin7a,40803850,40803927,Crtam
25746752,25746842,Celf4,97190547,97190605,Ankdd1b
156204127,156204228,Sh3kbp1,67663621,67663664,Mdga2
36077936,36077956,Lingo2,55650526,55650623,Scaper
25577140,25577230,Nlgn1,37400062,37400139,Strbp
5525614555380780,5525621155380794,Dclk1,5538084155450966,5538088055451015,Nbea
34889232,34889250,Hdac9,152237712,152237804,Ak5
123461820,123461957,Sacm1l,7070902570717418,7070902670717431,Rabep1
167378384167393760,167378415167393800,Brp44,167377319167378270,167377334167378370,Dcaf6
77081829,77081871,Rbfox2,100461779,100461884,Dnajc7
76542668,76542748,Mctp1,35384463,35384551,Ddx39b
7822286278223153,7822290578223209,Slc13a2,60132051,60132091,Cdh23
7163479,7163542,Pcmtd1,110060813,110060877,Pde4d
47395422,47395449,Trerf1,7850189978502137,7850192478502196,Nlk
88795803,88795883,Snw1,8885028389187021,8885030889187084,Gm2075
84768590,84768640,Trip12,21776236,21776334,Kcnq5
80640416,80640504,Eef2,59863880,59863907,Bmpr2
140829994,140830074,Snx8,140785482,140785570,Mad1l1
3220651632208639,3220658032208655,Dnm1,32208693,32208781,Ciz1
126770188,126770207,Zmym6,106895646,106895774,Dock3
97190603,97190631,Ankdd1b,3584192935844154,3584198735844194,Odz2
122174054,122174134,Atxn2,150398369,150398457,Cst7
41638778,41638858,Oxr1,104862126,104862214,Clns1a
6666924566671585,6666929666671607,Unc80,111582265,111582284,Stac
123461945,123462035,Sacm1l,90395136,90395174,Ptprj
118674950,118675015,Itga9,123462082,123462156,Sacm1l
123462033,123462113,Sacm1l,70963692,70963780,Dlgap1
118674952,118674984,Itga9,123462057,123462152,Sacm1l
121980269,121980327,Insc,128126039,128126116,Glt1d1
133080996,133081076,Eif2d,133084870,133084958,Rassf5
8082879080828870,8082879680828944,Mfsd12,80828986,80829074,Fzr1
57595897,57595977,Edc3,121734726,121734814,Stk24
20875644,20875682,Fdx1l,91659979,91660077,Son
118674952,118674986,Itga9,123462082,123462148,Sacm1l
29524872,29524920,Ntm,107471253,107471308,Ahcyl1
42830348,42830410,4930578G10Rik,134430098,134430115,Lrp6
127097934,127098015,Stat6,127098069,127098157,Nab2
78090660,78090725,Ncf4,7590877,7590896,Atl3
12991988,12992057,Osbpl1a,64592714,64592812,Anxa10
91090915,91090995,9930013L23Rik,91449753,91449841,Arnt2
39383771,39383861,Npas2,22053086,22053163,Zfp599
122174054,122174134,Atxn2,150398369,150398457,Cst7
79834706,79834745,Pde1a,31083532,31083639,Prkg1
123462015,123462095,Sacm1l,70963684,70963772,Dlgap1
33967678,33967758,Wdfy4,103550776,103550864,Odz4
24906584,24906674,Pnpla7,97190561,97190603,Ankdd1b
114852005,114852036,Ube3b,97190567,97190603,Ankdd1b
47788077,47788157,Zfp398,5197346,5197434,Klhl29
83149642,83149732,Arfgap3,34549628,34549646,Kalrn
3646405536465250,3646406236465323,Ccna2,3646194736463967,3646199436464009,Exosc9
3389642,3389722,Kif3c,32402199,32402287,Ercc3
56223571,56223661,C230081A13Rik,123462024,123462088,Sacm1l
7971719479724387,7971721979724442,Dazap1,79716737,79716825,Ndufs7
93898244,93898324,Spag9,123462094,123462182,Sacm1l
53380536,53380609,Npat,1920059219201123,1920063119201182,Psg23
84152022,84152063,Il1rapl1,111075187111075330,111075241111075380,Olfr631
123461840,123461930,Sacm1l,122611095122614430,122611107122614430,Ppp1cc
8893477188954777,8893482288954806,Enam,8895487889028292,8895495789028302,Igj
65201752,65201843,Pdcd7,111070680,111070696,Olfr631
3713914537173966,3713922137173970,Cpeb3,37044546,37044634,Btaf1
49515771,49515861,Ncam1,191052870,191052917,Kcnk2
181309151,181309239,Uckl1,123462135,123462167,Sacm1l
2891904128962018,2891906828962071,Fbl,2891873628918953,2891879128918986,9530053A07Rik
51566994,51567074,Shc3,5148291951516524,5148294551516586,S1pr3
136713482,136713562,Mkks,136713592136756060,136713600136756140,2210009G21Rik
108548568108549890,108548609108549920,Tmed5,108525521108548500,108525567108548540,Mtf2
123462048,123462128,Sacm1l,70963744,70963832,Dlgap1
132485242,132485332,Auts2,71530406,71530434,Chmp3
101030461101033900,101030503101033920,Plekhh3,101033983,101034071,Cntnap1
123462021,123462038,Sacm1l,70657508,70657606,Dlgap1
91045086,91045166,Nup210,29330028,29330116,Jak2
123363105,123363125,Gm20388,66175026,66175124,Elp3
85267902,85267918,Sfxn5,8529961385319524e8,8529961785319588e8,Rab11fip5
125762702,125762761,Scarb1,128043337,128043435,Tmem132c
29843917,29843979,Spna2,85231636,85231734,Sfxn5
89523693,89523783,Inpp5d,36732347,36732432,Pknox2
108519140,108519252,Mtf2,127794910,127794933,Csmd2
64553671,64553751,Gabrg3,6463504864695023,6463508464695075,Gabra5
90691023,90691115,Nrxn1,76423138,76423177,Abr
75943907,75943955,Ptprd,130276300,130276354,Ptpra
70895758,70895831,Csgalnact1,1907735619084204,1907738519084225,Amph
20416971,20417104,Etl4,89753501,89753522,Adamtsl3
115263258,115263305,1500011B03Rik,80634412,80634510,Rad51l1
98763020,98763100,Tuba1b,9874277398762980,9874282998763012,Lmbr1l
8647055086488546,8647055586488567,Rps6kl1,86470452,86470550,Dlst
143107698,143107778,Gm13040,143107585,143107673,Gm13043
79502775,79502855,Rab11fip4,34135989,34136077,Kalrn
78350936,78351016,Fut8,123461928,123462016,Sacm1l
70963679,70963765,Dlgap1,123461904,123461950,Sacm1l
16953314,16953394,Rock2,54764434,54764522,Faf2
91733244,91733334,Itsn1,132990536,132990610,Mapkapk2
63681733,63681813,Grid2,125802655,125802743,Ano2
9089849790898636,9089850390898720,Psmc3,9090246890902846,9090251290902876,Slc39a13
19952518,19952581,Magi2,98967799,98967897,Foxp1
9093902690940474e8,9093903490940498e8,Synj1,5873225758735657,5873232658735686,Als2cr12
65233804,65233849,Pikfyve,6522428965230793,6522432965230851,Idh1
123700959123702110,123700973123702110,Fyco1,66804150,66804244,Ptk2b
74551596,74551676,Lypd2,74551726,74551814,4930572J05Rik
128218645,128218730,Csmd2,29807457,29807472,Gle1
125788110,125788152,Tmc5,46677524,46677622,Cap2
98063019,98063109,Inadl,123462082,123462149,Sacm1l
5919408759196190,5919409859196255,Mpp4,42292193,42292217,Gap43
54241003,54241073,Chn2,44736806,44736835,BC027231
81745204,81745284,Aco2,8176799981768832,8176805381768866,Csdc2
111072167,111072257,Olfr631,86293233,86293261,Nt5dc3
118674952,118674988,Itga9,123462082,123462170,Sacm1l
46235344623825,46235634623880,Rce1,123461932,123461965,Sacm1l
19631102,19631192,Sympk,80256726,80256756,Lrrtm4
16130295,16130375,Obox1,30804010,30804098,Copg2
29914737,29914773,Set,81337039,81337137,Gpr98
98087893,98087973,Cdk12,119934283,119934371,Wnk1
53021846,53021926,Gm9766,53062465,53062553,Pln
96438062,96438142,Lrrc4c,44869932,44870020,Jarid2
120535663120539280,120535679120539360,Stard9,18430480,18430568,Cttnbp2
107471311,107471401,Ahcyl1,123462130,123462157,Sacm1l
32206494,32206574,Dnm1,32208653,32208741,Ciz1
144488648,144488728,Dtd1,4073755040745658,4073756040745736,Arl4a
136713453,136713533,Mkks,136713572136756060,136713600136756130,2210009G21Rik
123384327123384930,123384332123384980,Ccdc93,123411803,123411832,Htr5b
70351041,70351121,Dlgap1,33967511,33967599,Wdfy4
80932774,80932848,Mkl1,122266482,122266580,Fnbp1l
97284180,97284216,Picalm,56085993,56086091,Csrp3
152478441152481540,152478457152481600,St6galnac5,152472913152478340,152472948152478400,Pigk
3281117132812020,3281123532812028,Lrsam1,103499444,103499542,Tmem108
78059195,78059275,Supt6h,78059326,78059414,Sdf2
74337428,74337530,Exoc3,59772635,59772651,Golm1
57547111,57547191,Prrc1,49122447,49122535,E130309F12Rik
123411760123423600,123411834123423620,Htr5b,123398557123402850,123398628123402860,Ccdc93
3306783,3306863,Prkcc,53400400,53400488,Acat1
20616406,20616486,Col5a3,49236784,49236872,Kcnip4
97603016,97603041,Pde4dip,69669634,69669743,Tnk1
2337760523381224,2337763723381243,Usp34,2339386723401452,2339396123401456,Ahsa2
44869630,44869667,Jarid2,93884947,93885067,Pcdh9
73580427,73580507,Ptp4a3,98744019,98744107,Slco4c1
18622417,18622497,Gp1bb,18622262,18622350,Sept5
3876601538767897,3876601938767969,B4galt4,77506805,77506903,Nufip2
85177756,85177781,Atxn10,105281210,105281255,Cdh11
136713491,136713571,Mkks,136713597136756060,136713600136756160,2210009G21Rik
78350925,78351005,Fut8,123461899,123461988,Sacm1l
118674952,118675009,Itga9,123462082,123462178,Sacm1l
78350927,78351007,Fut8,123461904,123461992,Sacm1l
130450447,130450527,Fastkd5,130503474130504e3,130503552130504e3,Itpa
34282480,34282570,Frk,13285935,13285981,Mkl2
32309175,32309210,Naif1,9321167,9321265,Ccny
127097934,127098015,Stat6,127098069,127098157,Nab2
67065160,67065240,Cadm2,123022435,123022523,Sox6
110281316,110281334,Scap,14592809,14592922,Mre11a
1691693416917074,1691697616917107,Sae1,64073542,64073618,Asap1
78350923,78351003,Fut8,123461893,123461981,Sacm1l
123462021,123462101,Sacm1l,70963686,70963774,Dlgap1
18717780,18717811,BC016495,75724521,75724616,Prrg1
96774023,96774084,Gja5,47788070,47788153,Zfp398
8007810180078330,8007810680078405,Smcr7l,13203758,13203846,Cask
68207225,68207265,Schip1,115891482,115891583,Gpc5
78350929,78351009,Fut8,123461920,123462008,Sacm1l
122817907,122817987,1500011H22Rik,122814567122817820,122814615122817860,Vps29
130246011,130246091,Gbas,30542037,30542125,Ctnnd2
79057362,79057442,Setbp1,72852154,72852242,Lass1
25704282,25704384,5730522E02Rik,125711870,125711886,Csf3r
25874294,25874385,Celf4,28063247,28063330,Opcml
123462018,123462052,Sacm1l,40447618,40447741,Kctd16
78059195,78059275,Supt6h,78059326,78059414,Sdf2
123462018,123462043,Sacm1l,34284046,34284126,Frk
49308565,49308645,Epc2,2054105520541209,2054111020541242,Ap2m1
76068169,76068259,Rhobtb3,126874375,126874394,Rad51ap1
123462018,123462098,Sacm1l,70963746,70963834,Dlgap1
78350926,78351006,Fut8,123461900,123461988,Sacm1l
61597393,61597519,Fam190a,1988380419883923,1988381719883925,A930003A15Rik
28572684,28572735,Opcml,9587783595888216,9587786995888280,Ces1h
67271295,67271312,Il12rb2,55483442,55483550,Rgs14
124760621,124760701,Tpi1,124760487,124760577,Spsb2
25637440,25637520,Nlgn1,104951215,104951303,2410002O22Rik
110281306,110281332,Scap,1691696016917074,1691697616917156,Sae1
103184446,103184526,1300017J02Rik,117140146,117140234,Sept9
89031466,89031524,Gm2022,1.2779603612786461e+17,127796103127864620,Tmem132c
76446543,76446581,Slc39a4,7643589976436004,7643590576436100,Cpsf1
71814149,71814179,Immt,89869037,89869135,Rasgrf1
33379881,33379906,Ercc6,118810227,118810341,Cacna1c
67706764,67706844,AA987161,122565823,122565911,Usp15
57595910,57595990,Edc3,52007857,52007946,Gm7247
58817808,58817868,AI314180,117411703,117411764,Swap70
29018528,29018550,Ntm,180851209180855800,180851292180855840,Kif26b
123462005,123462082,Sacm1l,114852004,114852033,Ube3b
14540598,14540648,Pclo,68869006,68869104,Lass6
46808374,46808454,Rrp36,4681196146813932,4681202446813957,Klhdc3
14152189,14152269,4921513D23Rik,63060138,63060226,Efna5
98763023,98763103,Tuba1b,9874275598762980,9874282998762992,Lmbr1l
70963743,70963833,Dlgap1,123462061,123462138,Sacm1l
13316997,13317054,Ncoa2,180166951,180167049,Pppde1
105570862,105570886,Pik3r4,4304833,4304912,Adcy9
53344434,53344515,Samd12,5310609353107477,5310613453107524,Ext1
30523520,30523664,Btbd9,152257465152257950,152257479152257950,6820408C15Rik
59893888,59893978,Epha6,77075999,77076042,Mctp1
49154708,49154788,Kcnip4,35384430,35384518,Ddx39b
9674432,9674522,Fam155a,7463489874635762,7463490674635769,Memo1
24984338,24984387,Lpp,64294254,64294340,Fer
76542668,76542748,Mctp1,35384463,35384551,Ddx39b
118674950,118675013,Itga9,123462082,123462132,Sacm1l
7605651776072626,7605655976072664,Gfral,7607271176074667,7607272276074744,Hcrtr2
136764743,136764811,2210009G21Rik,123461919,123461972,Sacm1l
72236561,72236641,Timm9,72223405,72223493,Tomm20l
123461971,123462051,Sacm1l,70963672,70963760,Dlgap1
53716621,53716711,Prdm6,7777579777777518,7777585577777520,Rnf165
76571036,76571116,Gosr1,76508948,76509036,Tusc5
16916267,16916347,Sae1,70484259,70484347,Psd3
1328953213289836,1328953913289938,Cask,107757300107757950,107757311107757950,Rab6a
123461985,123462065,Sacm1l,70963679,70963767,Dlgap1
46675474,46675546,Cul9,47788070,47788130,Zfp398
45961560,45961650,Plcxd2,142822140,142822196,St8sia1
88761806,88761886,Gon4l,8874882188761725,8874890288761732,Dap3
123461989,123462069,Sacm1l,70963674,70963762,Dlgap1
123462015,123462095,Sacm1l,70963689,70963777,Dlgap1
8978644589796619,8978650189796643,Fam154b,8973988889786425,8973995689786445,Adamtsl3
45556346,45556426,Btrc,103062056,103062144,Atrx
118674952,118675015,Itga9,123462082,123462133,Sacm1l
45128518,45128536,Tmprss13,6203527,6203618,Kif5b
123461882,123461901,Sacm1l,164990402164992320,1.6499041216499238e+17,Cdh22
4102988,4103020,Cyp51,14978223,14978294,Necab1
11856342,11856448,Ryr2,17698406,17698452,5033411D12Rik
29021011,29021029,4430402I18Rik,63837113,63837211,Txnl1
1069129701069132e11,10691297510691326e10,Lrrc42,106915688107009700,106915729107009730,Yipf1
35381845,35381862,Rgs12,31933089,31933187,Nsg2
115490311,115490391,Sppl3,9096152090963816,9096153090963896,Synj1
35162928,35163008,Ng23,35162274,35162362,D17H6S56E-3
17044706,17044796,Mapk1,6469938,6469992,Ccm2
64398191,64398244,Xkr6,1807994618080165,1807999118080209,Prodh
24984416,24984435,Lpp,4414460,4414585,Adcy9
100526956,100527046,Zfp385c,5273973,5274058,Sf3b2
3294559,3294652,Myadm,34870595,34870617,Fam168b
60986028,60986062,Tcof1,81381029,81381122,Tmem178
10084562,10084603,Cspp1,124565604,124565702,Fgf14
55473953,55474033,Nbea,115319242,115319331,4930519G04Rik
72566708,72566788,Sugp1,72566555,72566643,Mau2
58782235,58782315,Mtss1,63234531,63234619,2010111I01Rik
123462015,123462095,Sacm1l,70963672,70963760,Dlgap1
23718033,23718050,1700028P14Rik,119603158,119603240,Rpap1
93395480,93395496,Traf3ip1,70531221,70531360,Bin3
56223574,56223654,C230081A13Rik,123462102,123462190,Sacm1l
33273778,33273858,Snx4,37114985,37115073,Cpeb3
115933548,115933575,Sirt4,14149943,14150019,Gpr126
89575372,89575389,Anks1b,59331173,59331271,Dapl1
3693140236940096,3693141336940114,D5Ertd579e,36931304,36931402,Tbc1d14
39400151,39400231,Nrg3,72687994,72688082,Brcc3
163883528163888200,163883572163888260,4930558K02Rik,163888265163912060,163888305163912130,Pigc
123462047,123462082,Sacm1l,84937694,84937792,Arfip1
5982725559839674,5982732659839684,4632428N05Rik,5983971659861562,5983978359861583,Cdh23
108548552108549890,108548609108549920,Tmed5,108525510108548500,108525567108548510,Mtf2
117321098,117321178,4833424O15Rik,87899665,87899753,Grik1
136713494,136713574,Mkks,136713599136756060,136713600136756160,2210009G21Rik
105933078,105933158,Cntn4,147859389,147859477,Mtor
144684372,144684496,Sox5,33239632,33239648,Zfp563
123461989,123462038,Sacm1l,18081219,18081317,Mllt10
6381994,6382033,AC188461.4,126188689,126188745,Eif2c4
120535663120539280,120535679120539360,Stard9,18430480,18430568,Cttnbp2
123461962,123462042,Sacm1l,70963674,70963762,Dlgap1
32817305,32817385,Rpl12,3281209532814878,3281210532814956,Lrsam1
123462021,123462101,Sacm1l,70963678,70963766,Dlgap1
123462018,123462082,Sacm1l,5379266,5379364,Camk1d
58934840,58934908,Ntrk2,32961811,32961828,Garnl3
124760911,124760978,Tpi1,123462082,123462121,Sacm1l
111618159,111618217,Klhl4,62399474,62399572,Slc25a16
138456723,138456813,Otud3,94936304,94936355,Itga3
7832536878325641,7832541278325677,Tmem199,78325726,78325814,Poldip2
96287379,96287452,Fam19a1,84474842,84474942,Dner
4328175,4328265,Adcy9,158855033158857120,158855042158857120,Ralgps2
85203442,85203486,Il1rapl1,64750355,64750453,Adcy8
3200863732009406e8,3200867532009445e8,A1cf,55985612,55985700,Nbea
28675276,28675356,Opcml,28813305,28813393,Ntm
