gene1	gene2	type1	type2	interaction	bin	covfilter
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	100__2000	9
DDB1	human-4V6X-28S	coding	rrna	inter	3700__700	4
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	900__1200	18
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2000__3400	34
DDIT4	human-4V6X-28S	coding	rrna	inter	1300__3000	10
DDIT4	human-4V6X-28S	coding	rrna	inter	1200__2900	19
MRPL41	human-4V6X-28S	coding	rrna	inter	500__4700	17
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	700__1400	17
DDIT4	human-4V6X-28S	coding	rrna	inter	1300__900	5
DDOST	human-4V6X-28S	coding	rrna	inter	900__2900	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2300__2600	13
SDHC	human-4V6X-28S	coding	rrna	inter	900__2200	5
DDX5	human-4V6X-28S	coding	rrna	inter	100__3100	14
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3400__4900	8
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2000__4100	5
DDX5	human-4V6X-28S	coding	rrna	inter	100__2100	23
DDX54	human-4V6X-28S	coding	rrna	inter	2100__2200	5
DDX54	human-4V6X-28S	coding	rrna	inter	500__2300	11
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2800__3500	10
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1600__2700	8
SEC13	human-4V6X-28S	coding	rrna	inter	600__100	9
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	200__700	372
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	0__3000	208
FTH1	human-4V6X-28S	coding	rrna	inter	100__2700	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2200__3800	23
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2100__4100	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3600__3800	69
DGKZ	human-4V6X-28S	coding	rrna	inter	1900__1500	11
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3300__4900	5
PKM	human-4V6X-28S	coding	rrna	inter	2600__400	14
DHCR7	human-4V6X-28S	coding	rrna	inter	2400__3900	12
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1400__2100	86
FTH1	human-4V6X-28S	coding	rrna	inter	300__3900	91
RPL27A	human-4V6X-28S	coding	rrna	inter	700__1700	14
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2600__2900	7
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3000__3800	23
DHX30	human-4V6X-28S	coding	rrna	inter	2100__2300	5
DHX38	human-4V6X-28S	coding	rrna	inter	4200__2200	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2100__3200	39
DIAPH1	human-4V6X-28S	coding	rrna	inter	4700__700	6
DIAPH1	human-4V6X-28S	coding	rrna	inter	4400__0	4
FTH1	human-4V6X-28S	coding	rrna	inter	100__2400	8
MRPS30	human-4V6X-28S	coding	rrna	inter	300__3100	4
ID1	human-4V6X-28S	coding	rrna	inter	100__3600	10
ID1	human-4V6X-28S	coding	rrna	inter	100__1400	6
FTH1	human-4V6X-28S	coding	rrna	inter	100__2300	6
ID1	human-4V6X-28S	coding	rrna	inter	200__3900	14
DMWD	human-4V6X-28S	coding	rrna	inter	1400__2900	4
DNAJA1	human-4V6X-28S	coding	rrna	inter	400__3000	5
MT2A	human-4V6X-28S	coding	rrna	inter	100__2300	45
ID3	human-4V6X-28S	coding	rrna	inter	400__3200	17
IDH1	human-4V6X-28S	coding	rrna	inter	2200__0	7
RPL29	human-4V6X-28S	coding	rrna	inter	0__200	10
RPL29	human-4V6X-28S	coding	rrna	inter	500__4500	30
RPL29	human-4V6X-28S	coding	rrna	inter	600__2100	16
DNAJC21	human-4V6X-28S	coding	rrna	inter	0__2100	4
DNAJC30	human-4V6X-28S	coding	rrna	inter	400__2100	4
IER2	human-4V6X-28S	coding	rrna	inter	1800__500	4
MTAP	human-4V6X-28S	coding	rrna	inter	4600__1400	4
DNER	human-4V6X-28S	coding	rrna	inter	100__2900	4
DNM1	human-4V6X-28S	coding	rrna	inter	2400__2900	9
SERF2	human-4V6X-28S	coding	rrna	inter	1100__2900	11
DNM1	human-4V6X-28S	coding	rrna	inter	2600__2900	4
DNM2	human-4V6X-28S	coding	rrna	inter	2700__2900	9
IER5L	human-4V6X-28S	coding	rrna	inter	1500__2200	5
DNPH1	human-4V6X-28S	coding	rrna	inter	0__2200	4
SERPINB6	human-4V6X-28S	coding	rrna	inter	1900__2900	4
DNPH1	human-4V6X-28S	coding	rrna	inter	0__1100	6
IFITM3	human-4V6X-28S	coding	rrna	inter	500__700	11
IFITM3	human-4V6X-28S	coding	rrna	inter	0__3600	13
IFITM3	human-4V6X-28S	coding	rrna	inter	500__1500	16
IFRD1	human-4V6X-28S	coding	rrna	inter	300__2100	7
MTDH	human-4V6X-28S	coding	rrna	inter	100__4000	5
FTH1	human-4V6X-28S	coding	rrna	inter	100__4400	9
SET	human-4V6X-28S	coding	rrna	inter	0__2100	39
DPP7	human-4V6X-28S	coding	rrna	inter	500__1700	4
DPP9	human-4V6X-28S	coding	rrna	inter	3900__2900	4
FTH1	human-4V6X-28S	coding	rrna	inter	300__2300	34
IFT22	human-4V6X-28S	coding	rrna	inter	0__2600	6
IGFBP3	human-4V6X-28S	coding	rrna	inter	0__2900	9
IGFBP3	human-4V6X-28S	coding	rrna	inter	1700__3800	4
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	0__4900	44
DRAP1	human-4V6X-28S	coding	rrna	inter	800__2100	5
DRAP1	human-4V6X-28S	coding	rrna	inter	800__2900	13
IGFBP4	human-4V6X-28S	coding	rrna	inter	800__2600	6
DRAP1	human-4V6X-28S	coding	rrna	inter	800__1200	4
DRAP1	human-4V6X-28S	coding	rrna	inter	900__2200	4
IGFBP4	human-4V6X-28S	coding	rrna	inter	200__2900	14
IGFBP4	human-4V6X-28S	coding	rrna	inter	100__2900	6
IGFBP4	human-4V6X-28S	coding	rrna	inter	200__2100	9
DSP	human-4V6X-28S	coding	rrna	inter	8700__2600	8
IGFBP4	human-4V6X-28S	coding	rrna	inter	300__2900	6
IGFBP4	human-4V6X-28S	coding	rrna	inter	100__800	78
IGFBP4	human-4V6X-28S	coding	rrna	inter	400__2100	7
DTD1	human-4V6X-28S	coding	rrna	inter	1000__2200	13
IGFBP6	human-4V6X-28S	coding	rrna	inter	800__4000	7
IGFBP6	human-4V6X-28S	coding	rrna	inter	300__800	11
DTX2	human-4V6X-28S	coding	rrna	inter	1600__2900	8
FTH1	human-4V6X-28S	coding	rrna	inter	100__100	4
IGFBP7	human-4V6X-28S	coding	rrna	inter	100__700	4
IGFBP7	human-4V6X-28S	coding	rrna	inter	0__3400	6
IGFBP7	human-4V6X-28S	coding	rrna	inter	200__4700	7
IGFBP7	human-4V6X-28S	coding	rrna	inter	0__800	6
DUS1L	human-4V6X-28S	coding	rrna	inter	1200__2200	9
RPL35	human-4V6X-28S	coding	rrna	inter	0__3000	126
DUT	human-4V6X-28S	coding	rrna	inter	400__4700	6
SGSM2	human-4V6X-28S	coding	rrna	inter	4600__2900	16
RPL35	human-4V6X-28S	coding	rrna	inter	0__2900	74
DVL1	human-4V6X-28S	coding	rrna	inter	1800__4000	8
DVL1	human-4V6X-28S	coding	rrna	inter	1700__2200	4
POLD2	human-4V6X-28S	coding	rrna	inter	1300__2100	9
RPL35	human-4V6X-28S	coding	rrna	inter	100__2200	7
SH2D2A	human-4V6X-28S	coding	rrna	inter	700__2900	5
EBP	human-4V6X-28S	coding	rrna	inter	200__4100	6
SH3GL1	human-4V6X-28S	coding	rrna	inter	1500__2100	5
MUC1	human-4V6X-28S	coding	rrna	inter	500__2900	7
FTH1	human-4V6X-28S	coding	rrna	inter	0__3100	11
ILF3	human-4V6X-28S	coding	rrna	inter	2700__2200	14
ECE1	human-4V6X-28S	coding	rrna	inter	4500__2900	13
ECEL1	human-4V6X-28S	coding	rrna	inter	700__3500	9
ECEL1	human-4V6X-28S	coding	rrna	inter	300__3900	52
RPL36	human-4V6X-28S	coding	rrna	inter	300__2200	6
ECEL1	human-4V6X-28S	coding	rrna	inter	2500__3100	6
ECH1	human-4V6X-28S	coding	rrna	inter	100__4600	20
IMP3	human-4V6X-28S	coding	rrna	inter	400__2100	16
IMP4	human-4V6X-28S	coding	rrna	inter	1000__500	4
IMPA2	human-4V6X-28S	coding	rrna	inter	600__2200	9
RPL37	human-4V6X-28S	coding	rrna	inter	100__1500	8
EDF1	human-4V6X-28S	coding	rrna	inter	500__2200	9
EDF1	human-4V6X-28S	coding	rrna	inter	700__3100	4
EDF1	human-4V6X-28S	coding	rrna	inter	500__3000	11
MYC	human-4V6X-28S	coding	rrna	inter	200__4900	5
INO80E	human-4V6X-28S	coding	rrna	inter	900__800	24
EEF1A1	human-4V6X-28S	coding	rrna	inter	700__2300	30
RPL37	human-4V6X-28S	coding	rrna	inter	200__1500	5
HSPB1	human-4V6X-28S	coding	rrna	inter	800__2100	127
INPPL1	human-4V6X-28S	coding	rrna	inter	500__2100	6
INPPL1	human-4V6X-28S	coding	rrna	inter	4400__3000	10
INPPL1	human-4V6X-28S	coding	rrna	inter	200__1700	5
INPPL1	human-4V6X-28S	coding	rrna	inter	300__1700	14
RPL37	human-4V6X-28S	coding	rrna	inter	200__4300	4
RPL37	human-4V6X-28S	coding	rrna	inter	200__2300	16
FTL	human-4V6X-28S	coding	rrna	inter	500__2900	18
MYH9	human-4V6X-28S	coding	rrna	inter	6600__4000	15
FTL	human-4V6X-28S	coding	rrna	inter	500__2500	6
MYH9	human-4V6X-28S	coding	rrna	inter	7000__2200	10
RPL37A	human-4V6X-28S	coding	rrna	inter	200__4400	8
RPL37A	human-4V6X-28S	coding	rrna	inter	100__4600	22
EEF1A1	human-4V6X-28S	coding	rrna	inter	700__2900	10
IPO9	human-4V6X-28S	coding	rrna	inter	1700__2900	4
RPL37A	human-4V6X-28S	coding	rrna	inter	200__2700	7
RPL37A	human-4V6X-28S	coding	rrna	inter	200__3000	9
EEF1A1	human-4V6X-28S	coding	rrna	inter	500__3600	7
RPL37A	human-4V6X-28S	coding	rrna	inter	200__4700	8
IRF2BP2	human-4V6X-28S	coding	rrna	inter	200__2100	22
IRF2BP2	human-4V6X-28S	coding	rrna	inter	400__2100	16
IRS2	human-4V6X-28S	coding	rrna	inter	4300__2100	5
SLC16A3	human-4V6X-28S	coding	rrna	inter	1000__2200	14
HSPD1	human-4V6X-28S	coding	rrna	inter	100__3100	9
RPL38	human-4V6X-28S	coding	rrna	inter	100__3600	77
ISOC2	human-4V6X-28S	coding	rrna	inter	1100__2200	7
MYL9	human-4V6X-28S	coding	rrna	inter	1000__2900	18
RPL39	human-4V6X-28S	coding	rrna	inter	0__4200	13
ITGA3	human-4V6X-28S	coding	rrna	inter	4900__2900	9
SLC25A11	human-4V6X-28S	coding	rrna	inter	1200__3900	7
RPL39	human-4V6X-28S	coding	rrna	inter	0__0	196
FTL	human-4V6X-28S	coding	rrna	inter	0__2900	11
ITGB1BP1	human-4V6X-28S	coding	rrna	inter	600__2200	5
ITGB1BP1	human-4V6X-28S	coding	rrna	inter	600__500	13
FTL	human-4V6X-28S	coding	rrna	inter	0__4100	15
RPL4	human-4V6X-28S	coding	rrna	inter	900__2800	15
ITM2B	human-4V6X-28S	coding	rrna	inter	100__2100	7
ITM2B	human-4V6X-28S	coding	rrna	inter	100__2900	4
SLC25A3	human-4V6X-28S	coding	rrna	inter	400__2100	24
ITPA	human-4V6X-28S	coding	rrna	inter	1000__1100	4
ITPA	human-4V6X-28S	coding	rrna	inter	1000__3000	6
ITPA	human-4V6X-28S	coding	rrna	inter	1000__2200	9
JAG2	human-4V6X-28S	coding	rrna	inter	4900__3100	21
JAK1	human-4V6X-28S	coding	rrna	inter	1600__3000	4
JDP2	human-4V6X-28S	coding	rrna	inter	1600__2200	7
FTL	human-4V6X-28S	coding	rrna	inter	400__1700	12
JMJD8	human-4V6X-28S	coding	rrna	inter	100__2200	4
EEF1A1	human-4V6X-28S	coding	rrna	inter	600__5000	19
EEF1A1	human-4V6X-28S	coding	rrna	inter	1300__1700	12
JTB	human-4V6X-28S	coding	rrna	inter	400__2200	53
RPL4	human-4V6X-28S	coding	rrna	inter	400__2300	7
RPL4	human-4V6X-28S	coding	rrna	inter	400__1500	4
JTB	human-4V6X-28S	coding	rrna	inter	400__1600	4
JUND	human-4V6X-28S	coding	rrna	inter	800__800	5
JUND	human-4V6X-28S	coding	rrna	inter	700__100	4
JUP	human-4V6X-28S	coding	rrna	inter	0__3300	4
NANS	human-4V6X-28S	coding	rrna	inter	800__2200	7
RPL41	human-4V6X-28S	coding	rrna	inter	400__2400	37
RPL41	human-4V6X-28S	coding	rrna	inter	400__2100	44
KAT2A	human-4V6X-28S	coding	rrna	inter	100__2900	6
RPL41	human-4V6X-28S	coding	rrna	inter	300__400	12
KCNG1	human-4V6X-28S	coding	rrna	inter	1400__2900	6
EEF1A1	human-4V6X-28S	coding	rrna	inter	1100__4900	6
EEF1A1	human-4V6X-28S	coding	rrna	inter	600__4500	14
KDELR1	human-4V6X-28S	coding	rrna	inter	1400__2200	6
KDELR1	human-4V6X-28S	coding	rrna	inter	0__1400	7
KDELR1	human-4V6X-28S	coding	rrna	inter	100__4000	5
EEF1A1	human-4V6X-28S	coding	rrna	inter	1300__1500	8
RPL41	human-4V6X-28S	coding	rrna	inter	400__4100	22
PRDX2	human-4V6X-28S	coding	rrna	inter	900__2900	15
KHDRBS1	human-4V6X-28S	coding	rrna	inter	2400__3000	15
KHSRP	human-4V6X-28S	coding	rrna	inter	2600__3900	5
NCKAP5L	human-4V6X-28S	coding	rrna	inter	4700__2900	5
EEF1A1	human-4V6X-28S	coding	rrna	inter	1400__2100	8
TUBB4B	human-4V6X-28S	coding	rrna	inter	1300__3000	5
G6PD	human-4V6X-28S	coding	rrna	inter	1800__2100	5
KIAA0930	human-4V6X-28S	coding	rrna	inter	1300__2900	14
KIAA0930	human-4V6X-28S	coding	rrna	inter	1300__2800	5
SLC38A5	human-4V6X-28S	coding	rrna	inter	1700__4700	7
EEF1A1	human-4V6X-28S	coding	rrna	inter	600__4900	35
GABARAPL1	human-4V6X-28S	coding	rrna	inter	700__900	13
KIAA2013	human-4V6X-28S	coding	rrna	inter	600__900	7
EEF1A1	human-4V6X-28S	coding	rrna	inter	1300__1600	10
NCOR2	human-4V6X-28S	coding	rrna	inter	5600__2900	7
EEF1A1	human-4V6X-28S	coding	rrna	inter	800__4100	4
EEF1A2	human-4V6X-28S	coding	rrna	inter	1300__2600	15
EEF1A2	human-4V6X-28S	coding	rrna	inter	600__2200	18
EEF1A2	human-4V6X-28S	coding	rrna	inter	1000__2900	7
EEF1A2	human-4V6X-28S	coding	rrna	inter	1800__1100	5
NDRG1	human-4V6X-28S	coding	rrna	inter	2700__2200	5
EEF1A2	human-4V6X-28S	coding	rrna	inter	1900__2100	17
EEF1A2	human-4V6X-28S	coding	rrna	inter	200__2100	5
EEF1A2	human-4V6X-28S	coding	rrna	inter	1900__2900	72
EEF1A2	human-4V6X-28S	coding	rrna	inter	600__1400	16
SLC7A5	human-4V6X-28S	coding	rrna	inter	3600__4000	4
EEF1A2	human-4V6X-28S	coding	rrna	inter	600__400	8
EEF1A2	human-4V6X-28S	coding	rrna	inter	100__2100	10
EEF1B2	human-4V6X-28S	coding	rrna	inter	300__2100	15
EEF1B2	human-4V6X-28S	coding	rrna	inter	500__3400	7
KIFC3	human-4V6X-28S	coding	rrna	inter	300__2900	7
EEF1B2	human-4V6X-28S	coding	rrna	inter	500__2900	25
EEF1B2	human-4V6X-28S	coding	rrna	inter	400__3200	6
EEF1B2	human-4V6X-28S	coding	rrna	inter	800__3700	15
KMT2D	human-4V6X-28S	coding	rrna	inter	12200__2900	5
NDUFB8	human-4V6X-28S	coding	rrna	inter	200__800	6
EEF1B2	human-4V6X-28S	coding	rrna	inter	500__1900	21
GANAB	human-4V6X-28S	coding	rrna	inter	3800__3000	10
RPL7A	human-4V6X-28S	coding	rrna	inter	600__1600	7
EEF1B2	human-4V6X-28S	coding	rrna	inter	300__2400	5
RPL7A	human-4V6X-28S	coding	rrna	inter	200__2900	17
GAPDH	human-4V6X-28S	coding	rrna	inter	1100__2400	6
EEF1D	human-4V6X-28S	coding	rrna	inter	2400__4300	16
KPNB1	human-4V6X-28S	coding	rrna	inter	3900__3000	6
EEF1D	human-4V6X-28S	coding	rrna	inter	2000__3000	10
KPNB1	human-4V6X-28S	coding	rrna	inter	300__2100	6
KRT10	human-4V6X-28S	coding	rrna	inter	1600__600	6
EEF1D	human-4V6X-28S	coding	rrna	inter	2000__2200	18
KRT10	human-4V6X-28S	coding	rrna	inter	1500__2200	8
RPL7A	human-4V6X-28S	coding	rrna	inter	300__2800	10
GAPDH	human-4V6X-28S	coding	rrna	inter	700__1900	13
EEF1D	human-4V6X-28S	coding	rrna	inter	1700__2600	10
KRT17	human-4V6X-28S	coding	rrna	inter	500__2600	10
EEF1D	human-4V6X-28S	coding	rrna	inter	2400__2100	14
SMARCB1	human-4V6X-28S	coding	rrna	inter	1100__2200	6
EEF1G	human-4V6X-28S	coding	rrna	inter	700__4100	4
KRT17	human-4V6X-28S	coding	rrna	inter	100__700	7
KRT17	human-4V6X-28S	coding	rrna	inter	1400__2900	10
KRT17	human-4V6X-28S	coding	rrna	inter	0__3400	9
EEF1G	human-4V6X-28S	coding	rrna	inter	600__700	12
KRT17	human-4V6X-28S	coding	rrna	inter	100__3100	18
KRT17	human-4V6X-28S	coding	rrna	inter	300__2200	6
KRT17	human-4V6X-28S	coding	rrna	inter	100__3400	11
KRT17	human-4V6X-28S	coding	rrna	inter	100__3300	7
KRT17	human-4V6X-28S	coding	rrna	inter	100__2100	97
KRT17	human-4V6X-28S	coding	rrna	inter	400__500	4
EEF1G	human-4V6X-28S	coding	rrna	inter	1400__2300	10
EEF1G	human-4V6X-28S	coding	rrna	inter	800__3000	15
KRT18	human-4V6X-28S	coding	rrna	inter	100__1400	9
KRT18	human-4V6X-28S	coding	rrna	inter	100__2400	4
EEF1G	human-4V6X-28S	coding	rrna	inter	700__3800	10
RPL8	human-4V6X-28S	coding	rrna	inter	200__200	147
RPL8	human-4V6X-28S	coding	rrna	inter	500__2100	24
RPL8	human-4V6X-28S	coding	rrna	inter	200__2300	7
SND1	human-4V6X-28S	coding	rrna	inter	200__2300	6
EEF1G	human-4V6X-28S	coding	rrna	inter	500__4700	4
EEF1G	human-4V6X-28S	coding	rrna	inter	400__4100	6
KRT7	human-4V6X-28S	coding	rrna	inter	1400__2200	5
KRT7	human-4V6X-28S	coding	rrna	inter	1500__4000	4
KRT7	human-4V6X-28S	coding	rrna	inter	1500__2900	8
KRT7	human-4V6X-28S	coding	rrna	inter	1500__2100	20
EEF1G	human-4V6X-28S	coding	rrna	inter	600__4900	16
EEF1G	human-4V6X-28S	coding	rrna	inter	600__3800	29
KRT7	human-4V6X-28S	coding	rrna	inter	100__2900	18
GAPDH	human-4V6X-28S	coding	rrna	inter	500__1600	6
KRT7	human-4V6X-28S	coding	rrna	inter	1300__2200	12
KRT7	human-4V6X-28S	coding	rrna	inter	700__3800	4
EEF2	human-4V6X-28S	coding	rrna	inter	2400__1000	6
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	400__4100	10
KRT8	human-4V6X-28S	coding	rrna	inter	300__2200	30
EEF2	human-4V6X-28S	coding	rrna	inter	300__2800	7
EEF2	human-4V6X-28S	coding	rrna	inter	2900__1600	5
KRT8	human-4V6X-28S	coding	rrna	inter	100__500	9
EEF2	human-4V6X-28S	coding	rrna	inter	2900__2200	7
KRT8	human-4V6X-28S	coding	rrna	inter	200__700	17
KRT8	human-4V6X-28S	coding	rrna	inter	100__2300	5
KRT8	human-4V6X-28S	coding	rrna	inter	100__2100	10
KRT8	human-4V6X-28S	coding	rrna	inter	1400__900	10
KRT8	human-4V6X-28S	coding	rrna	inter	100__2400	5
KRT8	human-4V6X-28S	coding	rrna	inter	100__2900	6
EEF2	human-4V6X-28S	coding	rrna	inter	2800__3000	14
EEF2	human-4V6X-28S	coding	rrna	inter	2600__3100	11
KRT8	human-4V6X-28S	coding	rrna	inter	1700__2900	15
KRT8	human-4V6X-28S	coding	rrna	inter	1600__2300	5
EEF2	human-4V6X-28S	coding	rrna	inter	1100__3100	6
RPLP1	human-4V6X-28S	coding	rrna	inter	100__1200	14
EEF2	human-4V6X-28S	coding	rrna	inter	1100__2900	5
EEF2	human-4V6X-28S	coding	rrna	inter	2600__3500	12
EEF2	human-4V6X-28S	coding	rrna	inter	2900__3000	30
KRT8	human-4V6X-28S	coding	rrna	inter	1600__1500	11
RPLP1	human-4V6X-28S	coding	rrna	inter	100__2400	22
KRT8	human-4V6X-28S	coding	rrna	inter	300__800	7
EEF2	human-4V6X-28S	coding	rrna	inter	0__1200	8
EEF2	human-4V6X-28S	coding	rrna	inter	0__3400	12
EEF2	human-4V6X-28S	coding	rrna	inter	400__1700	8
PTGES3	human-4V6X-28S	coding	rrna	inter	300__2100	11
EEF2	human-4V6X-28S	coding	rrna	inter	0__3500	4
EEF2	human-4V6X-28S	coding	rrna	inter	300__1200	9
EEF2	human-4V6X-28S	coding	rrna	inter	2900__800	9
RPLP1	human-4V6X-28S	coding	rrna	inter	100__1300	20
KRT8	human-4V6X-28S	coding	rrna	inter	1800__2900	5
EEF2	human-4V6X-28S	coding	rrna	inter	700__200	9
EEF2	human-4V6X-28S	coding	rrna	inter	0__800	14
EEF2	human-4V6X-28S	coding	rrna	inter	2800__700	4
EEF2	human-4V6X-28S	coding	rrna	inter	2900__500	11
EEF2	human-4V6X-28S	coding	rrna	inter	2600__2100	8
EEF2	human-4V6X-28S	coding	rrna	inter	2000__2000	17
RPLP1	human-4V6X-28S	coding	rrna	inter	100__4100	22
GAPDH	human-4V6X-28S	coding	rrna	inter	300__1900	10
EEF2	human-4V6X-28S	coding	rrna	inter	800__4700	10
EEF2	human-4V6X-28S	coding	rrna	inter	800__2900	7
EEF2	human-4V6X-28S	coding	rrna	inter	2200__2900	12
EEF2	human-4V6X-28S	coding	rrna	inter	300__4100	4
EEF2	human-4V6X-28S	coding	rrna	inter	0__2100	76
EEF2	human-4V6X-28S	coding	rrna	inter	400__1200	27
EEF2	human-4V6X-28S	coding	rrna	inter	2000__1200	7
EEF2	human-4V6X-28S	coding	rrna	inter	2300__2900	5
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	1100__700	107
LAMP1	human-4V6X-28S	coding	rrna	inter	800__2900	29
EEF2	human-4V6X-28S	coding	rrna	inter	2800__500	6
LAMTOR1	human-4V6X-28S	coding	rrna	inter	100__2900	16
LAMTOR1	human-4V6X-28S	coding	rrna	inter	100__1400	5
EFEMP1	human-4V6X-28S	coding	rrna	inter	400__200	8
LAPTM4A	human-4V6X-28S	coding	rrna	inter	400__2200	6
NONO	human-4V6X-28S	coding	rrna	inter	2700__2900	5
LAPTM4B	human-4V6X-28S	coding	rrna	inter	1800__2300	8
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	500__800	9
EFHD2	human-4V6X-28S	coding	rrna	inter	500__100	4
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	1600__3800	7
EFHD2	human-4V6X-28S	coding	rrna	inter	900__1000	21
EFHD2	human-4V6X-28S	coding	rrna	inter	1600__3000	5
EFHD2	human-4V6X-28S	coding	rrna	inter	1100__2100	13
EFHD2	human-4V6X-28S	coding	rrna	inter	1600__2200	7
PTMS	human-4V6X-28S	coding	rrna	inter	400__2200	5
LASP1	human-4V6X-28S	coding	rrna	inter	2200__1700	6
LASP1	human-4V6X-28S	coding	rrna	inter	3100__1100	5
LASP1	human-4V6X-28S	coding	rrna	inter	2700__3000	7
LCMT1	human-4V6X-28S	coding	rrna	inter	0__2100	20
EHD1	human-4V6X-28S	coding	rrna	inter	2300__1200	5
EHD2	human-4V6X-28S	coding	rrna	inter	100__400	7
EHD2	human-4V6X-28S	coding	rrna	inter	1900__2900	4
EHD2	human-4V6X-28S	coding	rrna	inter	3300__2200	10
EHD2	human-4V6X-28S	coding	rrna	inter	100__2900	5
EHD2	human-4V6X-28S	coding	rrna	inter	200__2200	11
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	800__4200	10
human-4V6X-18S	human-4V6X-28S	rrna	rrna	inter	200__4800	29
MCM5	human-4V6X-28S	coding	rrna	inter	600__1500	6
EIF1	human-4V6X-28S	coding	rrna	inter	100__3400	9
EIF1	human-4V6X-28S	coding	rrna	inter	800__4500	5
EIF1	human-4V6X-28S	coding	rrna	inter	0__3200	5
EIF1	human-4V6X-28S	coding	rrna	inter	100__2100	125
EIF1	human-4V6X-28S	coding	rrna	inter	100__800	25
RPS12	human-4V6X-28S	coding	rrna	inter	200__3800	8
EIF1AX	human-4V6X-28S	coding	rrna	inter	100__2100	6
EIF2AK1	human-4V6X-28S	coding	rrna	inter	1300__3000	4
RPS12	human-4V6X-28S	coding	rrna	inter	300__3800	13
RPS12	human-4V6X-28S	coding	rrna	inter	300__2700	4
LDHB	human-4V6X-28S	coding	rrna	inter	400__3800	5
SREBF1	human-4V6X-28S	coding	rrna	inter	3200__2900	9
EIF3B	human-4V6X-28S	coding	rrna	inter	300__2100	5
EIF3B	human-4V6X-28S	coding	rrna	inter	2900__3900	4
RPS13	human-4V6X-28S	coding	rrna	inter	0__3200	32
EIF3B	human-4V6X-28S	coding	rrna	inter	2400__1100	5
EIF3C	human-4V6X-28S	coding	rrna	inter	1200__2200	8
EIF3C	human-4V6X-28S	coding	rrna	inter	3000__700	8
EIF3C	human-4V6X-28S	coding	rrna	inter	2000__2300	41
LGALS1	human-4V6X-28S	coding	rrna	inter	300__4700	23
EIF3F	human-4V6X-28S	coding	rrna	inter	100__2900	6
GDI1	human-4V6X-28S	coding	rrna	inter	2100__2900	19
RPS15	human-4V6X-28S	coding	rrna	inter	500__3900	42
EIF3F	human-4V6X-28S	coding	rrna	inter	0__2900	14
EIF3F	human-4V6X-28S	coding	rrna	inter	200__1200	7
EIF3F	human-4V6X-28S	coding	rrna	inter	0__4800	6
LGALS1	human-4V6X-28S	coding	rrna	inter	200__4700	19
EIF3H	human-4V6X-28S	coding	rrna	inter	0__1400	24
RPS15	human-4V6X-28S	coding	rrna	inter	200__2300	195
RPS15	human-4V6X-28S	coding	rrna	inter	200__600	20
EIF3I	human-4V6X-28S	coding	rrna	inter	700__2700	21
SRRT	human-4V6X-28S	coding	rrna	inter	2500__2900	13
RPS9	human-4V6X-28S	coding	rrna	inter	600__2200	17
PYCR2	human-4V6X-28S	coding	rrna	inter	1200__3100	24
NTHL1	human-4V6X-28S	coding	rrna	inter	600__2000	5
NUBP2	human-4V6X-28S	coding	rrna	inter	1300__100	6
EIF4B	human-4V6X-28S	coding	rrna	inter	2400__3000	11
LITAF	human-4V6X-28S	coding	rrna	inter	1100__2800	4
EIF4G1	human-4V6X-28S	coding	rrna	inter	5000__2700	5
NUDC	human-4V6X-28S	coding	rrna	inter	300__3000	7
EIF4G1	human-4V6X-28S	coding	rrna	inter	600__2900	58
EIF4G1	human-4V6X-28S	coding	rrna	inter	3900__4700	13
EIF4G1	human-4V6X-28S	coding	rrna	inter	3600__4600	10
EIF4G1	human-4V6X-28S	coding	rrna	inter	600__2800	12
EIF4G1	human-4V6X-28S	coding	rrna	inter	5400__2200	6
LMNA	human-4V6X-28S	coding	rrna	inter	2700__3000	106
GLTSCR2	human-4V6X-28S	coding	rrna	inter	1100__3000	5
EIF4G1	human-4V6X-28S	coding	rrna	inter	5400__3300	4
